post_id,brand_username,total_reactions,total_comments
2152646468871036490,offcorss,422,3
2153096844460054271,offcorss,4505,83
2153200021478919896,offcorss,356,0
2153384122273104547,offcorss,634,7
2153834171881765668,offcorss,535,2
2153954964716444596,offcorss,203,0
2154090892110050371,offcorss,236,0
2154543886243964444,offcorss,2709,19
2154667028836735991,offcorss,561,10
2154815670131348376,offcorss,1380,11
2155284677278961843,offcorss,773,2
2155389431414792179,offcorss,108,0
2155540429554895414,offcorss,627,6
2155995925222035862,offcorss,1199,8
2156114238963621668,offcorss,187,0
2156270687500625325,offcorss,270,4
2156706940431659671,offcorss,522,10
2156823899455021067,offcorss,1245,11
2156990366112255674,offcorss,565,2
2157442968314668447,offcorss,2310,118
2157593959030820593,offcorss,1365,21
2157714780949183736,offcorss,990,8
2158167770756222575,offcorss,377,4
2158288543416308452,offcorss,274,1
2158440104967634827,offcorss,347,2
2158877417749294948,offcorss,1690,17
2158998196684452812,offcorss,180,1
2159149215729432473,offcorss,618,2
2159620082094607949,offcorss,820,6
2159738094543117425,offcorss,859,3
2159889090937287667,offcorss,608,2
2160333610204035935,offcorss,1786,19
2160458647464742938,offcorss,501,2
2160598849374948062,offcorss,580,8
2161066923299463145,offcorss,280,1
2161192653583974251,offcorss,422,9
2161338849524629618,offcorss,132,1
2161826371394727388,offcorss,1712,7
2161897326821930950,offcorss,842,13
2162072664859775396,offcorss,355,2
2162516413306098996,offcorss,1337,14
2162637188902665194,offcorss,189,2
2162788186019222304,offcorss,340,6
2163284562217418292,offcorss,337,5
2163346878594679050,offcorss,267,6
2163497851635894110,offcorss,274,0
2163966051306428393,offcorss,212,0
2164086755465058784,offcorss,2784,32
2164237755071074678,offcorss,218,1
2164690713917000136,offcorss,316,2
2164811523947839843,offcorss,884,18
2164968362462861972,offcorss,192,2
2165400392871736279,offcorss,623,7
2165521191769500258,offcorss,714,7
2165692692314426169,offcorss,174,0
2166140293136467883,offcorss,498,24
2166261074697707950,offcorss,164,0
2166412081058256208,offcorss,154,0
2166849971219737817,offcorss,198,1
2166971197392512043,offcorss,122,1
2167121797611252797,offcorss,131,3
2167595689059321210,offcorss,293,5
2167717608131848325,offcorss,316,1
2167863815789380902,offcorss,321,4
2168317301001920285,offcorss,372,6
2168420298202805298,offcorss,456,13
2168591137077405980,offcorss,569,11
2169039381774549546,offcorss,381,1
2169160191623291235,offcorss,135,4
2169311170233581506,offcorss,329,0
2169749055747153678,offcorss,273,2
2169869861491181289,offcorss,748,13
2170021721343363550,offcorss,631,11
2170488933966811836,offcorss,315,0
2170609769910596494,offcorss,305,0
2170760732860306136,offcorss,304,1
2171198617503643374,offcorss,539,18
2171319423667695109,offcorss,478,0
2171470385333969005,offcorss,693,2
2171939312253012747,offcorss,672,27
2172059300209748816,offcorss,188,0
2172210276916285375,offcorss,357,5
2172648147682239068,offcorss,561,5
2172821662004617891,offcorss,376,21
2173325420379707819,offcorss,433,4
2173418241258696967,offcorss,476,10
2173530817912859716,offcorss,1288,14
2173659838798043318,offcorss,2300,37
2174097699773778371,offcorss,300,0
2174223433071471739,offcorss,144,0
2174369501838161002,offcorss,287,0
2174837600694524495,offcorss,240,0
2174958426856219297,offcorss,353,1
2175109385940779257,offcorss,461,9
2175553010527995854,offcorss,383,3
2175673415523667665,offcorss,157,1
2175822966905713103,offcorss,961,2
2176287347158380917,offcorss,909,12
2176407943631711325,offcorss,3418,44
2176564969885111062,offcorss,1196,5
2176996806935512954,offcorss,308,0
2177117640730881182,offcorss,163,2
2177274059204478992,offcorss,537,3
2177736698023185247,offcorss,495,6
2177857925422094152,offcorss,321,4
2178008479838419897,offcorss,390,0
2178446349329129296,offcorss,1319,34
2178567263397698374,offcorss,207,4
2178749215668019165,offcorss,1214,9
2179212581368985396,offcorss,1355,10
2179347610937884076,offcorss,319,0
2179458506574181974,offcorss,705,11
2179907559279594037,offcorss,218,0
2180017175602736912,offcorss,711,42
2180175879878746874,offcorss,717,2
2180640158570749570,offcorss,674,12
2180770978308308693,offcorss,356,0
2180909861402618021,offcorss,306,4
2181347476601869841,offcorss,471,4
2181537159269170623,offcorss,223,0
2181637119549501717,offcorss,984,22
2182086193511762124,offcorss,1087,8
2182220420601366632,offcorss,871,4
2182367724155293854,offcorss,1275,15
2182844358838830575,offcorss,497,2
2182956336378865063,offcorss,737,3
2183101276459174286,offcorss,548,0
2183536823430531599,offcorss,1708,23
2183659462186558853,offcorss,513,0
2183816402648731676,offcorss,939,7
2184263819265393488,offcorss,896,7
2184393020026930800,offcorss,1699,24
2184571463503175656,offcorss,674,14
2184988562524326190,offcorss,371,2
2185108160225692315,offcorss,1354,26
2185263368809342624,offcorss,599,12
2185724783965927174,offcorss,946,15
2185824835077945161,offcorss,1851,50
2185986515372109936,offcorss,279,0
2186448429734697553,offcorss,650,8
2186638447233316259,offcorss,360,3
2186748873493397227,offcorss,1022,11
2187212124085632421,offcorss,307,6
2187358793645354284,offcorss,989,9
2187470566125782776,offcorss,498,14
2187906178024947726,offcorss,1583,48
2188085753652652111,offcorss,1025,9
2188180108815955618,offcorss,1128,42
2188598803325282570,offcorss,988,17
2188752930038620216,offcorss,2430,27
2188878961382882116,offcorss,1169,25
2189338763577820909,offcorss,873,17
2189454768924788169,offcorss,2361,37
2189607625418484686,offcorss,386,2
2190049190133847076,offcorss,1003,3
2190183807436345345,offcorss,931,25
2190326596845372197,offcorss,1403,20
2190780003867655826,offcorss,313,1
2190915280539925856,offcorss,1266,12
2191056810827191580,offcorss,732,9
2191510265421192633,offcorss,959,21
2191671031349359746,offcorss,367,9
2192243295660162382,offcorss,2290,44
2192298175334708248,offcorss,916,4
2192424438539785769,offcorss,2308,44
2192536741541104226,offcorss,1820,21
2192941863828121382,offcorss,1298,18
2193036057678670152,offcorss,900,2
2193213099434892202,offcorss,557,4
2193664623315265615,offcorss,845,18
2193776579212753156,offcorss,451,11
2193937129351766716,offcorss,998,10
2194382352699735724,offcorss,231,0
2194508347679352387,offcorss,347,2
2194728654109215084,offcorss,240,1
2195151987107878449,offcorss,551,5
2195286931960314500,offcorss,578,2
2195400627772605534,offcorss,1303,5
2195883967386499365,offcorss,511,5
2196006036673840874,offcorss,720,6
2196136257615975447,offcorss,336,0
2196602897868763418,offcorss,489,5
2196724149644132918,offcorss,176,2
2196831366238112559,offcorss,250,0
2197314687975819651,offcorss,458,2
2197463490314008637,offcorss,443,1
2197578948723833580,offcorss,2346,36
2198025497312343500,offcorss,797,3
2198161022866254129,offcorss,525,2
2198287149295359749,offcorss,148,1
2198755342724007538,offcorss,251,2
2198886992371838210,offcorss,3321,44
2199026983189384362,offcorss,330,1
2199464871255082045,offcorss,494,3
2199598254793804388,offcorss,482,5
2199757730142339617,offcorss,341,1
2200222430101704635,offcorss,989,7
2200357402049359088,offcorss,573,4
2200494428686021788,offcorss,573,10
2200926090758543011,offcorss,133,1
2201037383461060012,offcorss,358,12
2201211928742500945,offcorss,883,8
2201655605424217897,offcorss,483,5
2201775124625874269,offcorss,849,0
2201949152413054212,offcorss,539,0
2202409552690780373,offcorss,569,0
2202526225477242083,offcorss,537,8
2202651464710423433,offcorss,493,4
2203110433606243370,offcorss,146,0
2203332893098336327,offcorss,99,1
2203375633165045519,offcorss,733,1
2203862285205492526,offcorss,357,2
2203934298662638594,offcorss,833,12
2204102815789227259,offcorss,357,0
2204562474782331599,offcorss,469,0
2204674188308764194,offcorss,419,11
2204825403687090855,offcorss,178,0
2205263063001649492,offcorss,853,16
2205399084131365862,offcorss,114,0
2205550582709502820,offcorss,146,0
2206004421594153828,offcorss,425,2
2206173150978191529,offcorss,245,4
2206307698210700081,offcorss,334,1
2206775245515159122,offcorss,215,0
2206893090534263421,offcorss,722,0
2207029958291914150,offcorss,181,1
2207452503078688863,offcorss,176,0
2207573408992300132,offcorss,400,1
2207709532980601942,offcorss,581,0
2208162169223205004,offcorss,1225,10
2208344999422000650,offcorss,464,0
2208434012586551444,offcorss,596,10
2208916073440156877,offcorss,491,0
2209022901189324317,offcorss,1301,13
2209173886646609088,offcorss,289,1
2209604702030388208,offcorss,455,3
2209786646416455974,offcorss,445,2
2209883614917670593,offcorss,186,5
2210396150787129620,offcorss,559,1
2210558098988243345,offcorss,615,36
2210638492371034133,offcorss,232,1
2211090107401533423,offcorss,355,1
2211197235101987565,offcorss,300,0
2211348160194058063,offcorss,204,0
2212568457534055942,offcorss,330,5
2212696989337653459,offcorss,144,0
2212812795179506472,offcorss,342,3
2213238216370024026,offcorss,599,13
2213408317417307352,offcorss,349,1
2213517517145399246,offcorss,2237,21
2213995703947763498,offcorss,410,1
2214096288425656084,offcorss,535,15
2214251046909063352,offcorss,195,1
2214685367264367149,offcorss,440,0
2214813718075596902,offcorss,1108,2
2214969193987408100,offcorss,433,0
2215430467594671480,offcorss,267,0
2215591230292436836,offcorss,494,2
2215716296409885561,offcorss,310,0
2216185669444449150,offcorss,179,0
2216303787697464455,offcorss,1043,4
2216421614193487369,offcorss,166,0
2216871312302573830,offcorss,624,3
2216975168747540345,offcorss,324,2
2217144735792798258,offcorss,323,2
2217600290114007764,offcorss,224,11
2217720245615606706,offcorss,584,1
2217884488880231353,offcorss,504,0
2218334611452186437,offcorss,1035,12
2218452064597184134,offcorss,217,3
2218599194003569540,offcorss,324,4
2219053676781105047,offcorss,1300,32
2219198613237484400,offcorss,322,0
2219336872454172254,offcorss,882,18
2219773908226999293,offcorss,809,2
2219879416203601772,offcorss,292,2
2220080691508251305,offcorss,1890,23
2220532977795670183,offcorss,2345,49
2220671346886365460,offcorss,414,1
2220794485494746688,offcorss,2188,15
2221240374445150501,offcorss,425,0
2221348951830806056,offcorss,473,1
2221505936786172591,offcorss,170,1
2221953278492430167,offcorss,662,2
2222076626958535803,offcorss,1144,23
2222228434087446831,offcorss,396,2
2222672805554743136,offcorss,252,1
2222815537208844998,offcorss,915,12
2222956484638998283,offcorss,565,0
2223401232461873736,offcorss,166,0
2223520706833873748,offcorss,255,1
2223669336283024259,offcorss,224,0
2224155907607841500,offcorss,446,0
2224295416718728831,offcorss,877,4
2224424206723903170,offcorss,332,0
2224863608755410887,offcorss,841,11
2225003604036430572,offcorss,588,3
2225149551706087414,offcorss,355,0
2225560548065220494,offcorss,431,1
2225678056105657487,offcorss,545,1
2225851699930505228,offcorss,679,11
2226318521419147605,offcorss,212,0
2226451055108900457,offcorss,512,0
2226573495440921386,offcorss,665,4
2227040386102024034,offcorss,247,11
2227149023180830084,offcorss,396,0
2227298473337683777,offcorss,328,12
2227759396669956291,offcorss,348,0
2227898161384239072,offcorss,179,0
2228041697094053433,offcorss,311,0
2228467796294907250,offcorss,301,2
2228601653002471536,offcorss,177,2
2228753113304421238,offcorss,854,3
2229221239431103181,offcorss,244,0
2229339484914027205,offcorss,419,2
2229489377561495658,offcorss,228,0
2229945292366491902,offcorss,399,2
2230060741380999859,offcorss,371,0
2230277762773391375,offcorss,389,3
2230650003872619285,offcorss,277,4
2230774897939821107,offcorss,331,1
2230918190136761473,offcorss,242,0
2231361339921384169,offcorss,623,2
2231483751019210283,offcorss,230,2
2231643575921052375,offcorss,259,2
2232095846303651568,offcorss,470,1
2232222221010364325,offcorss,1103,6
2232372672540402495,offcorss,364,3
2232878793457680914,offcorss,293,2
2232925411000411163,offcorss,225,0
2233134157457563209,offcorss,357,4
2233544558898126367,offcorss,343,4
2233736315647456533,offcorss,424,0
2233830445601949274,offcorss,367,4
2234272223153062853,offcorss,604,0
2234436742932106309,offcorss,339,0
2234568046088748296,offcorss,823,0
2235051638048945499,offcorss,335,0
2235167349484074145,offcorss,586,12
2235678407416320933,offcorss,572,5
2235840150541111068,offcorss,250,0
2235945588565497956,offcorss,953,2
2236053826984415249,offcorss,495,9
2236504177315398153,offcorss,308,0
2236625058825166111,offcorss,158,0
2236745503315180696,offcorss,188,0
2237174154632574517,offcorss,418,3
2237391498122296549,offcorss,635,0
2237489906317051482,offcorss,247,2
2237893516356009861,offcorss,270,0
2238092283701245182,offcorss,385,0
2238177387018513187,offcorss,362,0
2238643162271532910,offcorss,417,5
2238798507446971629,offcorss,778,2
2238908487458158292,offcorss,577,0
2239327790770836352,offcorss,600,10
2239462413106528280,offcorss,335,2
2239599347821784844,offcorss,461,2
2240075676764843363,offcorss,606,0
2240188263696269569,offcorss,709,24
2240353498829720557,offcorss,295,0
2240801631045107054,offcorss,215,2
2240915473817175512,offcorss,301,0
2241067139841428147,offcorss,376,0
2241516761084948798,offcorss,275,0
2241637598328880264,offcorss,347,4
2241790238060722064,offcorss,624,2
2242271016767192311,offcorss,794,4
2242422569033422499,offcorss,325,0
2242518691592771014,offcorss,2325,48
2242955430064968282,offcorss,154,0
2243072197893571019,offcorss,267,2
2243244060666793747,offcorss,402,2
2243770095703670768,offcorss,238,0
2243898128896272044,offcorss,299,4
2243993646679200110,offcorss,362,2
2244429039560159307,offcorss,413,8
2244521788481844221,offcorss,433,0
2244692948062021900,offcorss,319,4
2245149843075783616,offcorss,740,10
2245382222549861042,offcorss,367,0
2245454642006477012,offcorss,595,2
2245960799120980240,offcorss,261,2
2246089722974644406,offcorss,174,2
2246220582818204760,offcorss,759,2
2246605715018872919,offcorss,400,4
2246716090586272324,offcorss,280,4
2246894109045237254,offcorss,879,34
2247339382187873326,offcorss,516,2
2247476811335195599,offcorss,626,6
2247613109504864887,offcorss,567,8
2248055385314074377,offcorss,420,4
2248170586134883971,offcorss,350,0
2248322291795292940,offcorss,322,4
2248772764071478461,offcorss,532,14
2248904572314547147,offcorss,181,0
2249057071537174785,offcorss,912,24
2249497405350168967,offcorss,402,4
2249688453263214273,offcorss,320,0
2249797912912437316,offcorss,630,2
2250222748109201649,offcorss,1121,28
2250332871615934263,offcorss,432,4
2250475992467343880,offcorss,1151,12
2251009841223718607,offcorss,824,8
2251178955745567662,offcorss,478,15
2251293892602143257,offcorss,559,0
2251673041485313390,offcorss,497,4
2251791419474503410,offcorss,219,0
2251944088163869381,offcorss,234,8
2252405198075877655,offcorss,683,8
2252538462941875915,offcorss,80,0
2252661862259716777,offcorss,421,0
2253130978762284870,offcorss,1454,21
2253251552872247173,offcorss,262,0
2253398902160804630,offcorss,1816,24
2253866899489087786,offcorss,2215,30
2254020085243962178,offcorss,205,2
2254186185168323721,offcorss,481,3
2254562004973801103,offcorss,284,0
2254722128912732508,offcorss,754,22
2254858917237244003,offcorss,701,2
2255316980473869275,offcorss,552,8
2255472785076769799,offcorss,525,2
2255590155946501775,offcorss,303,2
2256006229342932747,offcorss,639,4
2256208814184154100,offcorss,425,2
2256309748054703010,offcorss,304,2
2256737247187632382,offcorss,122,0
2256858131157873194,offcorss,221,0
2257009033935829579,offcorss,184,2
2257495741055355563,offcorss,172,0
2257567734975757763,offcorss,697,8
2257743176444762718,offcorss,419,0
2258303829580575180,offcorss,340,2
2258450975898409960,offcorss,168,0
2258868268839062334,offcorss,335,2
2258929509871739470,offcorss,164,0
2259094762286764163,offcorss,207,0
2259224755889394552,offcorss,411,0
2259653393113863399,offcorss,373,0
2259804039024725520,offcorss,184,2
2259932588226167673,offcorss,687,2
2260353005420154027,offcorss,435,2
2260500178623413226,offcorss,127,0
2260642261476783702,offcorss,489,4
2261153989968789728,offcorss,270,2
2261265363369746666,offcorss,419,0
2261399646554056755,offcorss,299,2
2261805448922237917,offcorss,175,0
2261940601845724904,offcorss,298,0
2262090303157539408,offcorss,444,12
2262540685742584177,offcorss,813,6
2262656601029383936,offcorss,201,0
2262817997772025689,offcorss,250,0
2263284865523723855,offcorss,299,6
2263395446471072213,offcorss,242,0
2263535444535570730,offcorss,416,6
2263996770546519040,offcorss,336,4
2264106982443991192,offcorss,326,4
2264273282730314866,offcorss,204,4
2264715596238104522,offcorss,288,6
2264850912907181793,offcorss,436,4
2264995923418316350,offcorss,278,2
2265456895161322252,offcorss,916,6
2265569557379774393,offcorss,356,0
2265706338883676463,offcorss,280,0
2266161258271974805,offcorss,441,2
2266280186839683017,offcorss,932,2
2266431109222315886,offcorss,173,2
2266883050166969898,offcorss,336,0
2267001220471124326,offcorss,173,0
2267184730196489056,offcorss,568,4
2267614412607922064,offcorss,477,4
2267771407570832779,offcorss,241,0
2267904397978577243,offcorss,311,2
2268340913355800365,offcorss,421,6
2268468674909152418,offcorss,264,6
2268611292041161758,offcorss,253,2
2269154922342455760,offcorss,900,12
2269944950958117645,offcorss,281,0
2270643127235574274,offcorss,1176,16
2271524546396639397,offcorss,547,0
2272067575905857555,offcorss,298,8
2272954113771632639,offcorss,314,2
2273542937747769990,offcorss,472,2
2273665066132725910,offcorss,454,22
2274126824139958963,offcorss,366,2
2274326940474069458,offcorss,194,2
2274405298268474425,offcorss,393,4
2274770229274783275,offcorss,241,0
2274900535537368686,offcorss,541,10
2275061021595689994,offcorss,344,4
2275154251486127441,offcorss,495,10
2275585386267694748,offcorss,320,2
2275702274322605377,offcorss,144,0
2275875441548927847,offcorss,412,2
2276344744949792815,offcorss,254,76
2276470205407212414,offcorss,269,0
2276577990011684098,offcorss,307,32
2277034044276106010,offcorss,364,4
2277136677435604654,offcorss,100,2
2277272565588078095,offcorss,915,14
2277851040924504286,offcorss,354,8
2278004551905700891,offcorss,199,10
2278086707583505996,offcorss,297,0
2278510762446821773,offcorss,272,10
2278600263727003414,offcorss,158,8
2278788160509753739,offcorss,203,0
2279245633423342573,offcorss,436,2
2279402906191886501,offcorss,148,0
2279537890756106178,offcorss,570,0
2279951155269054239,offcorss,379,0
2280050868681665206,offcorss,329,12
2280201844911100270,offcorss,356,0
2280639726087979759,offcorss,148,0
2280760522110244425,offcorss,407,4
2280911512809129535,offcorss,168,0
2281408091994759247,offcorss,329,0
2281500485213875106,offcorss,154,0
2282083759992843145,offcorss,228,0
2282125186336479680,offcorss,267,0
2282275653150444326,offcorss,287,6
2282415999511623769,offcorss,167,0
2282907038349423143,offcorss,353,6
2283006303046303486,offcorss,183,1
2283151436970666538,offcorss,321,4
2283539773896206078,offcorss,309,7
2283665205479980201,offcorss,389,4
2284263683780257470,offcorss,262,0
2284364152913613612,offcorss,485,2
2284490895116734917,offcorss,179,4
2284579752638366269,offcorss,333,2
2284991058302412943,offcorss,217,2
2285134694247717357,offcorss,399,6
2285266049749063436,offcorss,210,6
2285735712131943872,offcorss,172,0
2285849070596794604,offcorss,180,10
2286000063234493375,offcorss,172,2
2286437936859965756,offcorss,290,7
2286558723781778661,offcorss,294,0
2286709732104270956,offcorss,257,6
2287177812388213452,offcorss,306,0
2287298610449467609,offcorss,135,0
2287449615535350551,offcorss,369,2
2287872391193375918,offcorss,225,2
2287993182661475967,offcorss,218,0
2288144176541287805,offcorss,259,0
2288639351280631214,offcorss,204,0
2288750835125775594,offcorss,177,0
2288894761627434897,offcorss,170,0
2289337042185580618,offcorss,191,6
2289457832771150001,offcorss,185,0
2289608821373367742,offcorss,328,7
2290076929071366831,offcorss,265,2
2290197775106668766,offcorss,335,4
2290348706463996788,offcorss,355,3
2290786584032711346,offcorss,387,9
2290907383309844390,offcorss,220,6
2291058382290798167,offcorss,235,6
2291526519195875774,offcorss,1452,59
2291647307416617182,offcorss,386,0
2291798267356418102,offcorss,401,6
2292280270755999085,offcorss,424,2
2292463852313175054,offcorss,290,2
2292592782793931248,offcorss,184,3
2293008345835884697,offcorss,715,18
2293111507066521126,offcorss,281,8
2293197471240597433,offcorss,340,11
2293228212258312494,offcorss,3945,595
2293228661124177123,offcorss,746,79
2293229757448119593,offcorss,2111,489
2293794404266038638,offcorss,871,28
2293912189281422452,offcorss,1984,49
2294036369360382986,offcorss,1018,39
2294456186508736631,offcorss,251,4
2294606773673291737,offcorss,207,4
2294727567708806148,offcorss,369,9
2295150369246754185,offcorss,376,2
2295328079440852235,offcorss,491,54
2295452333659122911,offcorss,316,0
2295875143341968047,offcorss,805,12
2295995921287028419,offcorss,388,10
2296146907455642704,offcorss,557,16
2296630164207846296,offcorss,419,2
2296750895177470849,offcorss,280,2
2296901905305065744,offcorss,540,8
2298211088393437385,offcorss,243,0
2298212860537105223,offcorss,168,9
2298216200998328847,offcorss,184,4
2298780204057745134,offcorss,757,164
2298913765007848102,offcorss,5179,527
2299104535694424175,offcorss,204,0
2299619849973723551,offcorss,826,36
2299771126807404441,offcorss,190,0
2300402987682492587,offcorss,233,22
2300968908343942118,offcorss,470,0
2301186598459190853,offcorss,315,21
2301281061676337138,offcorss,743,11
2301682451745864712,offcorss,896,24
2301819487114768354,offcorss,1569,24
2301956955822838396,offcorss,302,2
2302403066911882706,offcorss,158,5
2302538394872208809,offcorss,128,0
2302725562609507809,offcorss,269,10
2303286527742918855,offcorss,537,28
2303375335872118682,offcorss,326,22
2303457245143110073,offcorss,453,53
2303881058708191604,offcorss,3019,260
2303968510911962422,offcorss,1692,106
2304119474030316604,offcorss,1038,96
2304799000862102568,offcorss,1626,105
2304904434130166201,offcorss,459,4
2305473701032706011,offcorss,197,0
2306010729566644529,offcorss,309,2
2306143447923050750,offcorss,131,11
2306307377035219242,offcorss,227,2
2306746767055298040,offcorss,530,6
2306867676313803930,offcorss,176,0
2307476081324392039,offcorss,361,32
2307592526686602070,offcorss,240,34
2307743331721789564,offcorss,488,6
2308196375827698729,offcorss,899,72
2308317140199836915,offcorss,361,2
2308468124943849149,offcorss,602,16
2309253274551550148,offcorss,179,4
2309668500573364921,offcorss,972,64
2309796904222910939,offcorss,795,87
2309932747338100810,offcorss,1420,97
2310379193240545263,offcorss,494,13
2310552617040615253,offcorss,219,4
2310702832759364034,offcorss,1010,43
2311095454947929670,offcorss,2047,18
2311271922468225505,offcorss,212,8
2311397421824753380,offcorss,405,7
2311827741216817564,offcorss,516,16
2311941011340113170,offcorss,296,14
2312091976889803839,offcorss,332,14
2312539558485419362,offcorss,3197,257
2312690599499442030,offcorss,1328,247
2312831901927015731,offcorss,1943,155
2313269758995721882,offcorss,209,11
2313450924398186099,offcorss,146,17
2313541556035734404,offcorss,712,19
2313979410217056088,offcorss,269,0
2314115311496641282,offcorss,2402,111
2314328118628557420,offcorss,174,2
2314732322916544053,offcorss,1011,45
2314839620518614441,offcorss,268,4
2314990702001408527,offcorss,235,9
2315443658008825873,offcorss,735,25
2315621285868310199,offcorss,213,6
2315775793434017279,offcorss,488,18
2316196742901520406,offcorss,298,4
2316349576862345422,offcorss,203,9
2316515663676944104,offcorss,739,16
2317779483858210713,offcorss,242,11
2317916623783004421,offcorss,222,10
2318357366112756553,offcorss,337,6
2318557395607644893,offcorss,619,13
2318675431861813101,offcorss,337,14
2319072041263450190,offcorss,325,9
2319180841853198545,offcorss,308,8
2319302622220075947,offcorss,264,41
2319395305005385229,offcorss,197,2
2319822486328618655,offcorss,321,20
2320064044157206229,offcorss,426,21
2320577503577658697,offcorss,440,8
2320816296428566687,offcorss,307,6
2321423000346701502,offcorss,170,4
2321620378076347745,offcorss,291,24
2322002118259483428,offcorss,472,8
2322009599798845555,offcorss,272,37
2322012412180178452,offcorss,437,37
2322719417777816324,offcorss,377,66
2322838672032771471,offcorss,660,15
2322979738799181622,offcorss,476,24
2323426172178601279,offcorss,364,8
2323557381617631207,offcorss,411,2
2323720616337596847,offcorss,415,12
2324158774892220192,offcorss,166,5
2324263527122756148,offcorss,331,2
2324425002357601016,offcorss,182,0
2324851918256414285,offcorss,648,53
2324990339398270533,offcorss,411,51
2325148441120707383,offcorss,1596,132
2325601053674772220,offcorss,585,29
2325718899859789578,offcorss,293,14
2325868714308579379,offcorss,375,14
2326309941248193729,offcorss,737,21
2326420931021270791,offcorss,145,4
2326593196027370254,offcorss,483,2
2327079564600098569,offcorss,153,2
2327160868321642393,offcorss,1375,44
2327327633178418997,offcorss,135,0
2327764784998698843,offcorss,553,16
2327943873811155522,offcorss,178,23
2328097753412680139,offcorss,277,4
2328494266749600279,offcorss,399,6
2328611303440863196,offcorss,484,16
2328778842431135278,offcorss,306,21
2329222242884249253,offcorss,160,0
2329337508574248468,offcorss,132,0
2329493427580610493,offcorss,115,8
2330035860248919185,offcorss,598,4
2330132415668800526,offcorss,554,4
2330240109616312527,offcorss,349,0
2330674320139621488,offcorss,462,16
2330840594253698108,offcorss,153,8
2330966490188886122,offcorss,510,4
2331389998433850329,offcorss,885,17
2331529740781669552,offcorss,223,0
2331680388957506204,offcorss,727,11
2332138282836530516,offcorss,143,2
2332267060048732660,offcorss,253,10
2332421296124941326,offcorss,144,2
2332871771496053601,offcorss,410,18
2333094714322935429,offcorss,175,18
2333170416570122701,offcorss,567,8
2333578846173878112,offcorss,271,6
2333683874305111513,offcorss,136,0
2334296335266395510,offcorss,224,2
2334419286439686008,offcorss,406,0
2334610796992815565,offcorss,449,12
2335036355145148933,offcorss,531,10
2335149541836041244,offcorss,295,7
2335310706943928198,offcorss,452,6
2335722227197484991,offcorss,881,17
2335843005720604911,offcorss,159,6
2336009168091140939,offcorss,629,40
2336463003862256173,offcorss,214,0
2336596880551558470,offcorss,228,10
2336734540502877117,offcorss,211,0
2337186879537877638,offcorss,433,4
2337307761921427253,offcorss,165,0
2337459133412641349,offcorss,469,8
2337936285597894536,offcorss,438,4
2338109397492793678,offcorss,463,16
2338213648344013261,offcorss,386,5
2338621333637654899,offcorss,525,26
2338790652622182288,offcorss,341,4
2338908302179814472,offcorss,558,21
2339361241123945753,offcorss,546,10
2339522470296279860,offcorss,433,9
2339633027260465507,offcorss,278,5
2340086065450976803,offcorss,94,2
2340237465170706202,offcorss,292,6
2340357785668305595,offcorss,172,0
2340795700190888756,offcorss,238,4
2340988030318177334,offcorss,132,5
2341112740683579698,offcorss,269,9
2341535530803742979,offcorss,194,8
2341656375697953929,offcorss,284,7
2341830804345018359,offcorss,173,0
2342245260343832441,offcorss,331,6
2342381092961898301,offcorss,348,4
2342532150812986918,offcorss,462,12
2342969995121625766,offcorss,925,2
2343106364267019364,offcorss,469,4
2343256899364125461,offcorss,274,4
2343731395640103222,offcorss,446,2
2343863455373329127,offcorss,151,6
2344006351602869236,offcorss,188,0
2344428987306780603,offcorss,282,5
2344597255728584345,offcorss,126,0
2344706409419931592,offcorss,287,13
2345160735665813083,offcorss,311,14
2345280217083301980,offcorss,409,10
2345446347930506219,offcorss,166,3
2345869072333452427,offcorss,809,10
2345989869673482894,offcorss,276,0
2346140860928215620,offcorss,463,0
2346608994049370570,offcorss,146,0
2346729752959666782,offcorss,342,4
2346880750681269760,offcorss,152,0
2347318661519758211,offcorss,300,9
2347439419434106607,offcorss,367,9
2347590418034964236,offcorss,216,0
2348043395896648770,offcorss,867,12
2348164203175987684,offcorss,145,0
2348315198825028272,offcorss,697,6
2348783318433274056,offcorss,164,2
2348904118606882748,offcorss,122,0
2349055071498686111,offcorss,256,6
2349511131930762117,offcorss,108,2
2349613763487199210,offcorss,658,31
2349800646809482210,offcorss,103,0
2350242731953963696,offcorss,470,8
2350383410478654174,offcorss,1257,35
2350526986562875230,offcorss,721,10
2350942503055729102,offcorss,511,2
2351158378304336839,offcorss,170,2
2351282616710123792,offcorss,387,6
2351705770653749070,offcorss,602,2
2351858359106261967,offcorss,542,6
2352014955090277155,offcorss,612,20
2352437454872759185,offcorss,133,4
2352559066377510448,offcorss,468,2
2352694090193225196,offcorss,92,0
2353136820563130569,offcorss,427,4
2353318384718788210,offcorss,353,10
2353434215716940725,offcorss,414,2
2353863571408748348,offcorss,627,4
2353977525497314824,offcorss,109,5
2354108668540989994,offcorss,972,8
2354616853886507323,offcorss,1709,69
2354617039375501918,offcorss,190,0
2354617176512518227,offcorss,413,30
2354617621779672376,offcorss,247,6
2354617784996740760,offcorss,484,34
2354617980350830694,offcorss,860,75
2355607670646368267,offcorss,1442,115
2355608124151190263,offcorss,595,24
2355608436349929695,offcorss,546,26
2356799549639489207,offcorss,520,18
2357146656346755717,offcorss,613,5
2357603372842858870,offcorss,539,11
2357786763064082785,offcorss,651,10
